country,title,company,seniority,applicants,1 Year,2 Year,3 Year,4 Year,5 Year,Python,SQL,Power BI,Tableau,Degree,Excel,R,GPA
Singapore,"Data Analyst, Data Hub (1 Year Contract)","Bank of Singapore, Asia's Global Private Bank",Full-time,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Singapore,Senior Data Analyst,PropertyGuru Group,Full-time,167,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,"Williams-Sonoma, Inc.",Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,"Associate, Data Analyst, CRE Strategy & Administration, Technology & Operations",DBS Bank,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Singapore,Social Media Data Analyst,Pundi X,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst/Business Analyst [Job Code 2112462P],ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Singapore,HR Data Analyst,ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst (Science Background),ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst for Ministries (Contract),ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Singapore,Credit Operations Data Analyst (SPU),Citi,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,HR Data Analyst,Prudential Assurance Company Singapore,Full-time,58,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst/ BI (Products) – Crypto/Fintech,ERROR COMPANY,Associate,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Project Data Analyst (Oil Trading/Supply Chain/1-year Contract),Manpower Singapore,Contract,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Business & Data Analyst intern,ERROR COMPANY,Internship,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Entry level,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,51,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Senior Data Analyst,TaniHub,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Entry level,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Marketing Data Analyst,ERROR COMPANY,Full-time,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Associate Data Analyst,ERROR COMPANY,Associate,37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Entry level,25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst/WO,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Indonesia,Data Analyst,PT. Equityworld Futures,Full-time,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Indonesia,Data Analyst / Data Scientist,ERROR COMPANY,Entry level,60,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Indonesia,Reporting& Data Analyst,ERROR COMPANY,Entry level,41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Indonesia,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Indonesia,Data Analyst,PT. Equityworld Futures,Full-time,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Sr. Data Analyst,ERROR COMPANY,Associate,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Indonesia,Data Analyst Executive (Ancillary),airasia Super App,Full-time,109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Indonesia,Fresh Graduate Business Data Technical Analyst,ERROR COMPANY,Entry level,149,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Indonesia,Senior Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,Senior Data Analyst,ERROR COMPANY,Associate,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Customer Operations - PIC Data Analyst,Ajaib,Full-time,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Big Data dan Business Intelligence Development Trainee (CAP),ERROR COMPANY,Entry level,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Indonesia,Customer Operations - Data Analyst,Ajaib,Full-time,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Indonesia,Business Intelligence - GoPay,Gojek,Full-time,200,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Japan,Data Analysts,Cognizant,Full-time,69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Japan,Data Analyst,Robert Half,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -Data Analyst,Specialized Group,Full-time,77,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -EH,Talisman Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -EH,Talisman Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst --Commerce CDO Office (OGOMD),Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Product Data Analyst -Food Related,Randstad Japan,Full-time,61,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Japan,Data Analyst,Gelato,Other,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Japan,Data Analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Data Analyst (English only Required) SALARY UP to 9,0m JPY PER YEAR",Skillhouse Staffing Solutions K.K.,Full-time,70,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -Account Innovation Office,Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Data Analyst -Japan,Citymapper,Full-time,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -Account Innovation Office,Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Data Analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -Japan,Moloco,Full-time,36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Data Analyst,"Mitsui O.S.K. Lines, Ltd.",Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Financial Data Analyst,Moody's Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Data Analyst,Woven Planet,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst/ Data Analyst,Robert Walters,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Japan,"Market/Data Analyst -Rakuten Lifull Stay, Inc.",Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Japan,"Data Analyst, ConversionATIONAL AI -Customer Experience Department (CXD)",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Japan,Data Analyst,Morgan McKinley,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Japan,Data Analyst -JAPAN & SOUTH KOREA,The Coca-Cola Company,Full-time,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Japan,Data Analyst -Pre -IPO Global Startup,Spotted,Full-time,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Data analyst Data Analyst,FLYWHEEL Inc.,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data Analyst --FRAUD,Paidy,Full-time,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Data Analyst,Capgemini,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst-this Role for- Less-Able (Disability),Intel Corporation,Full-time,95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Japan,Product Data Analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data Analyst - Bank Business Department (BBD),Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Japan,Data Analyst,CACI International Inc,Full-time,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,BI Data Analyst -Data Platform Department (DPD),Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,"Data Analyst, Rakuma Service -EC Incubation Department (ECID)",Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Data Analyst, Innovation and Platform Section -EC First Party Development Department (ECFD)",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,"Data Analyst, Marketing & Cwd Section -Dream Business Management Department",Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Data Analyst -Ichiba Creative & Web Design Department (MPB),Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,CRM / Data Analyst,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst-MultINATIONAL IT COMPANY,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Senior Data Analyst,Talisman Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,"Data Analyst, Shiseido Global Brand Unit",Shiseido,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst @ International Retail Company,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst/ Data Analyst,Robert Walters,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Data Analyst (New Graduate Position) / Data Analyst (New Graduate) --MERCARI,"Mercari, Inc.",Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst SQL -Insurance Company,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Market/Data Analyst Researcher -Rakuten Lifull Stay, Inc.",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Bloomberg 2022 New Grads -Market Data Analyst,HirePlanner.com,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Japan,Marketing Data Analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data Analyst -AI Success Supervisory Department (AISSD),Rakuten,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,[JLPT N3] Data/Bi Analyst,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Japan,Senior Data Analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Data Analyst-CS Strategy Office (RM CS Division),"Rakuten Mobile, Inc.",Full-time,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,(NN) Senior Data Analyst,Talisman Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,"Data Analyst, Marketing Group -Home Life Direct Business Department",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Japan,Finance Data Analyst,Realtime Recruitment,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Associate Data Analyst-Customer EXPERIENCE GROUP | BANGKOK-BASED,Agoda,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Japan,"Data Analyst (Statistics/Python/Bi) (Bangkok-Based, Relocation Provided)",Agoda,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Japan,"Data Analyst, Customer Strategy Department -Platform Strategy Supervisory Department (CSD)",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Senior Data Analyst --Marketing and Product -EH,Talisman Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,"Data Analyst, Data Source Section -Network Intelligency & Analytics Department (RM E2E Performance & Capacity Div)","Rakuten Mobile, Inc.",Full-time,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,Mobile Game Data Analyst / Line Game Platform,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Japan,"Bloomberg Data, Exchange Content Analyst, Tokyo",Bloomberg LP,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Japan,"Data Analyst, Super App New Business - Ecosystem Strategy Supervisory Department, Marketing Division",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data System Analyst (P2/P3) --Data Headquarters Data Analytics,AXA Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,(AIG SONPO) Data Analyst (Tokyo),AIG,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Data analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Sr. Data Analyst --Risk & Collections,Paidy,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Data analyst / Data Analysts,Inbound Technology Co.Ltd.,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Data analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,HH It Japan Data & Analytics Product Manager and Analyst,MSD,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Senior Data Analyst -Marketing and Product Analytics Team,Paidy,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Japan,Account Innovation Office: Data Analyst,Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Data analyst/ Game Platform,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,"Data Analyst, Partner Development-(Statistics/ML/Bi) (Bangkok-BaseD, Relocation Provided)",Agoda,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Japan,Data scientist (analyst),Fidel Consulting KK,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst (LINE advertisement) / AD Data team,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst / LINE NEWS,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst: Major foreign -affiliated companies,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Senior Data Analyst (Bangkok BaseD, Relocation Provided)",Agoda,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Japan,Data analyst,PERSOL CAREER BRS (Bilingual Recruitment Solutions),Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst / LINE SEARCH,LINE Corp,Full-time,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Account Innovation Office: Data Analyst,Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Japan,Data analyst,gumi Inc.,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Marketing Reaacher, Data Analyst, Researcher",Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Senior Data Analyst -Business Intelligence,Titan Consulting K.K. | Healthcare | Technology Japan Recruitment Firm,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst,ERROR,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,"Senior Data Analyst, Partner Development-(Statistics/ML/Bi) (Bangkok-BaseD, Relocation Provied)",Agoda,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Japan,Data analyst,ERROR,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,"Data Analyst, Conversational AI -AI Product Department (AIPD)",Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Japan,Data analyst,ERROR,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Commerce CDO Office: Data Analyst (OGOMD),Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data Analyst / LINE Manga / LINE Digital Frontier,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst / AI company,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data analyst / LINE VOOM,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Data business analyst,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data platform part: BI data analyst (DPD),Rakuten,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,[Up to 11MIL/Year] Business System Analyst,Michael Page,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Position search / data analyst,LINE Corp,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Data analyst,ERROR,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,Business Intelligence Engineer,Randstad Japan,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Japan,Data analyst,"Mitsui O.S.K. Lines, Ltd.",Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Senior data analyst,PlayStation,Full-time,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
