country,title,company,location,employment_type,seniority,applicants,description
US,Associate Data Analyst,"
                ManpowerGroup
              ","
              Milwaukee, WI
            ","
            Analyst
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
The purpose of the Data Specialist role is to deliver information from various systems to D&A leadership.  They are responsible for reporting and dashboard creation, changes and additions that allow the business to make strategy decisions.  They also support applications that are key in providing information for dashboard and analytic reporting.   Making an Impact •    Collect and analyze user feedback on data to improve reporting and Data & Analytics COE.  •    Ensure a high level of data integrity by validating data, addressing data errors and making corrections as needed.  •    Troubleshoot applications that are used to provide data for analytics  •    Infrastructure maintenance on BAU (business as usual) databases that run every day and connect/aggregate with each other. These DBs should feed seamlessly via plumbing.  •    Document, understand, and manage these data collection workflows, scheduled processes, etc.  •    Review scheduled workflows and their troubleshooting based on a preestablished set of criteria and processes. Modify and continuously improve the workflows and troubleshooting process, building on the preestablished flows.  Document and catalog the process. •    Follow the flow of data, validate at each intersection, identify breakages, troubleshoot, and escalate to the proper owner if/when needed.  •    Support the data governance arm of D&A team.  •    Create documentation of infrastructure, metrics, and how the systems are designed. Catalog and inventory that documentation. Sharing Expertise     •    Aid with the transformation of data analytics and measuring business success or areas for improvement.Gaining Exposure •    Work in our matrixed organization to appropriately route info and issues as needed to the appropriate stakeholders.   •    For completed projects, train the appropriate party in the use of the data gathering sites and answer questions on an ongoing basis Your Typical Day     •    Provide dashboard updates as required by D&A leaders  •    Research data anomalies and suggest changes to D&A leaders  •    Provide support to applications as requested  •    Create and  present reports covering workflow and workflow disruptions, exceptions, costs and analysis results.  Other accountabilities as assigned
"
US,Data Analyst (REMOTE),"
                Ryder System, Inc.
              ","
              Houston, TX
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Current EmployeesIf you are a current employee at Ryder (not a Contractor or temporary employee through a staffing agency), please click here (http://wd5.myworkday.com/ryder/d/task/1422$3.htmld) to log in to Workday to apply using the internal application process. To learn how to apply for a position using the Career worklet, please review this quick reference guide (https://rydersystems.service-now.com/sys\attachment.do?sys\id=a39f83621bd99050632a4223cd4bcb91) .Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)You are the driving force behind our company.Start your career with Ryder today!SummaryThe Data Analyst role is to deliver a final business solution to the operations team through a Power Bi experience. The Data Analyst's technical skills will be put to the test as they shape data into a crispy design through a smooth user experience. Over time the Data Analyst will become a domain expert of supply chains and their use cases. This position will work on cutting edge data technology as a key user on Ryder's Azure Data Lake driving the analytics initiatives. Design critical analytical dashboards, reports and queries to drive strategic business decisions, ad-hoc analysis and identify descriptive and prescriptive solutions for internal Ryder teams and external customers. Dig deep into the core issues of business problems in order to drive a solution that gets at the heart of the causative problem. On this team, the Data Analyst will get the chance to be the expert of supply chain solutions, collaborating with Data Analysts and Scientists, using all the skills in order to exploit data to drive the business forward. This will push the envelope of what is possible within the big data space; streaming live data into a data lake and experimenting with data in the data sandbox.Essential FunctionsDevelop Dashboards by understanding business needs, interpret the integrated data and translate this into usable visualizations to drive business decisions, interpreting results and how to utilize the dashboardsEngage the business, evaluating their needs and ad-hoc requests to prioritize product efforts creating new innovative solutionsKnowledge of the Ryder Business, understanding the complexity of the supply chain world and the role that data has within this ecosystemEnhance data maturity and integration to standardize the core value add functionality enabling a multiplier effectAdditional ResponsibilitiesPerforms other duties as assigned.Skills And AbilitiesExperience developing BI solutions with tools like: Power BI TableauExposure using tools like: ETL tools (Alteryx or SSIS) Data manipulation tools (SQL) Object oriented development stacks (.net) (preferred)Strong verbal and written communication skills, with an ability to express complex technical concepts in business termsSupport product innovation, working closely with technology throughout the build, test, and release of the product using agile methodologiesQualificationsBachelor's degree required Supply Chain, Data Analytics or equivalentMaster's degree preferred Supply Chain, Data Analytics, MBA or equivalentTwo (2) years or more Applied Project(s) Experience: Experience in demonstrating, digital transformation, data management in an educational/project or intern type environment requiredTwo (2) years or more 2-4 years experience in creating dashboards for diagnostic analysis across the business. Experience working in a cloud environment a plus. preferredDOT Regulated: NoJob Category: Data Science & AnalyticsRyder is proud to be an Equal Opportunity Employer and Drug Free workplace. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, among other things, or status as a qualified individual with disability.Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)\#wd
      "
US,Data Analyst (REMOTE),"
                Ryder System, Inc.
              ","
              Novi, MI
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Current EmployeesIf you are a current employee at Ryder (not a Contractor or temporary employee through a staffing agency), please click here (http://wd5.myworkday.com/ryder/d/task/1422$3.htmld) to log in to Workday to apply using the internal application process. To learn how to apply for a position using the Career worklet, please review this quick reference guide (https://rydersystems.service-now.com/sys\attachment.do?sys\id=a39f83621bd99050632a4223cd4bcb91) .Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)You are the driving force behind our company.Start your career with Ryder today!SummaryThe Data Analyst role is to deliver a final business solution to the operations team through a Power Bi experience. The Data Analyst's technical skills will be put to the test as they shape data into a crispy design through a smooth user experience. Over time the Data Analyst will become a domain expert of supply chains and their use cases. This position will work on cutting edge data technology as a key user on Ryder's Azure Data Lake driving the analytics initiatives. Design critical analytical dashboards, reports and queries to drive strategic business decisions, ad-hoc analysis and identify descriptive and prescriptive solutions for internal Ryder teams and external customers. Dig deep into the core issues of business problems in order to drive a solution that gets at the heart of the causative problem. On this team, the Data Analyst will get the chance to be the expert of supply chain solutions, collaborating with Data Analysts and Scientists, using all the skills in order to exploit data to drive the business forward. This will push the envelope of what is possible within the big data space; streaming live data into a data lake and experimenting with data in the data sandbox.Essential FunctionsDevelop Dashboards by understanding business needs, interpret the integrated data and translate this into usable visualizations to drive business decisions, interpreting results and how to utilize the dashboardsEngage the business, evaluating their needs and ad-hoc requests to prioritize product efforts creating new innovative solutionsKnowledge of the Ryder Business, understanding the complexity of the supply chain world and the role that data has within this ecosystemEnhance data maturity and integration to standardize the core value add functionality enabling a multiplier effectAdditional ResponsibilitiesPerforms other duties as assigned.Skills And AbilitiesExperience developing BI solutions with tools like: Power BI TableauExposure using tools like: ETL tools (Alteryx or SSIS) Data manipulation tools (SQL) Object oriented development stacks (.net) (preferred)Strong verbal and written communication skills, with an ability to express complex technical concepts in business termsSupport product innovation, working closely with technology throughout the build, test, and release of the product using agile methodologiesQualificationsBachelor's degree required Supply Chain, Data Analytics or equivalentMaster's degree preferred Supply Chain, Data Analytics, MBA or equivalentTwo (2) years or more Applied Project(s) Experience: Experience in demonstrating, digital transformation, data management in an educational/project or intern type environment requiredTwo (2) years or more 2-4 years experience in creating dashboards for diagnostic analysis across the business. Experience working in a cloud environment a plus. preferredDOT Regulated: NoJob Category: Data Science & AnalyticsRyder is proud to be an Equal Opportunity Employer and Drug Free workplace. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, among other things, or status as a qualified individual with disability.Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)\#wd
      "
US,ICQA Data Analyst,"
                Amazon
              ","
              Suffolk, VA
            ","
            Distribution and Other
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job SummaryDESCRIPTIONAt Amazon, we're working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and driven people. If you'd like to help us build the place to find and buy anything online, this is your chance to make history. This role requires an individual with excellent analytical abilities, outstanding business acumen and exceptional written and oral communication skills. The successful candidate will have a strong understanding of different business models and the underlying analytics, and the ability to assimilate new methodologies and data sources. They will be a self-starter comfortable with ambiguity, with strong attention to detail, be vocally self-critical, and with an ability to work in a fast-paced and ever-changing environment. They recognize that the true measure of the work product is the business impact it has.Key job responsibilitiesResponsibilitiesPartner with the program team to create key performance indicators and new methodologies for measurement.Understand drivers, impacts on key influences on business dynamics and productivity.Translate data into actionable insights for the stakeholders.Automate reporting for weekly business metrics; identify areas of opportunity to automate and scale ad-hoc analyses.Basic Qualifications2+ years of experience in a business analyst/data analyst/statistical analyst role and conducting analysis and data mining using Excel.1+ years experience extracting and processing data using SQL.1+ years project management experiencePreferred QualificationsBachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics, Supply Chain or related field.3+ years of relevant experience in a business analyst/data analyst/statistical analysis role.Understanding of data warehousing and data modeling.Experience conducting advanced statistical analysis (skilled in using one or more of R/SPSS/SAS/Python and etc.).Excellent communication (verbal, written, and data presentation) and interpersonal skills to effectively communicate with both business and technical teams.Ability to deal with ambiguity and competing objectives in a fast paced environment.Software development experience / Coding knowledgeAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.Company - Amazon.com Services LLCJob ID: A2129090
      "
US,Quality Data Analyst,"
                Thermo Fisher Scientific
              ","
              San Diego, CA
            ","
            Information Technology
          ","
          Full-time
        ","
          61 applicants
        ","
        At Thermo Fisher Scientific team, you’ll discover impactful work, innovative thinking and a culture dedicated to working the right way, for the right reasons - with the customer always top of mind. The work we do matters, like helping customers find cures for cancer, protecting the environment, making sure our food is safe and delivering COVID-19 solutions. As the world leader in serving science, with the largest investment in R&D in the industry, our colleagues are empowered to realize their full potential as part of a fast-growing, global organization.Location/Division Specific InformationThis role is a remote role in the LSLPG Group.How will you make an impact?In this role the Quality Data Analyst will be responsible for capturing and organizing quality related data into relevant reports; analyzing data for trends requiring action; developing, automating, and improving reporting and querying capabilities using various software tools. You will provide business support for key IT Systems used in Quality, including User support and communication, testing and validation. Your expertise in data management, reporting, and analysis will support quality and compliance initiatives across a broad scope of our Organization.Gather, analyze, prepare, summarize and present quality related data, results and trendsMake routine updates and revisions to analysis methods, queries, and reportsAutomate routine tasks for improved speed and accuracyAuthor and revise global SOPs and Work InstructionsSupport IT Systems management in the areas of User support and communication, testing, and validationSupport compliance and quality improvement initiativesHow will you get here?EducationBachelor's degree in Business Administration, Computer Science, Management Information Systems, Biological Science or other related field Experience1-3 years of related quality or operations experience. Solid understanding of key operational quality processes, with data management and data analysis experienceKnowledge, Skills, AbilitiesStrong computer skills with an emphasis in data analysis using software tools such as Excel, Teams, SharePoint, Power Apps, Power Automate, Power BI and Visual Basic for Applications (VBA), IBM Cognos, and SAP Business ObjectsStrong data management skills including data analysis, data standardization, data clean up, data queries, and data consolidationWorks effectively in a team environmentExercises leadership, initiative, and self-sufficiency while keeping management and partners appropriately involved and informed.Ability to solve practical problems and work with a variety of variables in unique situationsManages multiple tasks in a given work day; requiring interactions with personnel throughout the worldOur Mission is to enable our customers to make the world healthier, cleaner and safer. Watch as our colleagues explain 5 reasons to work with us. As one team of 100,000+ colleagues, we share a common set of values - Integrity, Intensity, Innovation and Involvement - working together to accelerate research, solve complex scientific challenges, drive technological innovation and support patients in need. #StartYourStory at Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued!Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.Accessibility/Disability AccessJob Seekers with a Disability: Thermo Fisher Scientific offers accessibility service for job seekers requiring accommodations in the job application process. For example, this may include individuals requiring assistance because of hearing, vision, mobility, or cognitive impairments. If you are a job seeker with a disability, or assisting a person with a disability, and require accessibility assistance or an accommodation to apply for one of our jobs, please submit a request by telephone at 1-855-471-2255*. Please include your contact information and specific details about your required accommodation to support you during the job application process.This telephone line is reserved solely for job seekers with disabilities requiring accessibility assistance or an accommodation in the job application process. Messages left for other purposes, such as not being able to get into the career website, following up on an application, or other non-disability related technical issues will not receive a response.
"
US,Entry Level Data Analyst,"
                Flexon Technologies Inc.
              ","
              Pleasanton, CA
            ","
            Information Technology
          ","
          Full-time
        ","
            Over 200 applicants
          ","
ResponsibilitiesWork hand-in-hand with the business side of an organization to help in process improvements.Working primarily on design and analysis in the areas of organization, planning cum information technology.Works as the middle man between the technical team and business team so as to assist in the development of requirements needed for the business.He/ She will be responsible for documenting customer requirements as outlined by the business users.The analyst’s role also includes making sure that the designs meet the company’s technical standards.Qualification And ExperienceEntry Level / Fresh Graduates / Engineers - BS / MS in Business/Data Analytics, Management Information systems, Computer Science ,Software engineering, IT, Industrial Engineering/Engineering management.Prior experience is a ""plus"" but not required.Candidates with strong communication/presentation skills, strong aptitude to learn and interest in Software programming, Testing or Business Analysis.Work Authorization: Must be authorized to work in the US
"
US,Data Analyst,"
                Advantis Global
              ","
              Sacramento County, CA
            ","
            Research, Analyst, and Information Technology
          ","
          Contract
        ","
          53 applicants
        ","
This is a fantastic opportunity to work with one of the top tech companies in the world! Our client is looking for a Data Analyst to join their team working with internal data. Some of the job responsibilities will include writing SQL code to make tables and compare data sets, hand-in-hand making dashboards, and creating mockups.This is a mostly remote opportunity! this person will sit remote but come into the nearest apple office for meetings etc. (once or twice a month) Must-haves- Either very strong experience with SQL or Tableau-Great communication skills-Egar to hit the ground running on a project This is a remote role that may require you to go into the nearest apple office for meetings etc.**NO C2C***
"
US,Data Analyst,"
                Malakye.com
              ","
              Seattle, WA
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionWho We ArePAGE-BREAKPAGE-BREAKPAGE-BREAKElevate Outdoor Collective is an alliance of iconic outdoor and winter sports brands with a specialized focus on skiing, snowboarding and snowshoeing. With each unique brand maintaining its own individual points of view and driving independent innovation, the Collective is fueled with the strength of world-class development facilities and engineers, global distribution channels and committed outdoor lifestyle enthusiasts and experts. Our brands include K2 Skis, K2 Snowboards, Marker, Dalbello, Völkl, RIDE Snowboards, LINE Skis, Backcountry Access, Atlas Snow Shoe Co., Tubbs Snowshoes, Madshus and K2 Skates.PAGE-BREAKPAGE-BREAKPAGE-BREAKWith an international portfolio of world-renowned brands recognized as trailblazers in innovation, performance and, most importantly, fun times by active lifestyle enthusiasts across the globe, Elevate Outdoor Collective will continue its mission to progress the culture of each and every outdoor endeavor it represents. As One Team backed by world-class development facilities and product engineers, incredibly talented athletes and ambassadors and a top-notch crew of employees who live and breathe the outdoor active lifestyle, Elevate Outdoor Collective is eager to take things to the next level.PAGE-BREAKPAGE-BREAKPAGE-BREAKPosition PurposePAGE-BREAKPAGE-BREAKPAGE-BREAKElevate Outdoor Collective is seeking an individual to help support our priority initiative on creating a best in class direct to customer online experience. The purpose of this roll is to support our DTC team as its main point of contact for reporting, budgeting and valued added analysis. The successful candidate will have multiple years of analytical experience including sales and inventory forecasting, large data set analysis and BI dashboard experience using Tableau/PowerBI. PAGE-BREAKPAGE-BREAKPAGE-BREAKThis person should be highly motivated on creating structure and processes for driving analytical decision-making. They should bring a sense of curiosity and excitement to the organization to help solve problems with past experiences and data. The candidate should be an excellent communicator and be able to work cross departmentally in a matrix environment. PAGE-BREAKPAGE-BREAKPAGE-BREAKEssential Job DutiesPAGE-BREAKPAGE-BREAKPAGE-BREAKSupport forecasting, budgeting and analysis needs of our business partners. PAGE-BREAKPAGE-BREAKCollaborate with cross functional teams to drive company initiatives with analytical trends and forecasting insightPAGE-BREAKPAGE-BREAKCreate and enhance data visualization dashboards for teams to make data driven decisionsPAGE-BREAKPAGE-BREAKYou will help support the online store front with inventory trend analysis PAGE-BREAKPAGE-BREAKWorking with large data sets from many different systemsPAGE-BREAKPAGE-BREAKYou will enhance and create data for historical and forecasting purposesPAGE-BREAKPAGE-BREAKSupport web site analytics to improve customer experiences and processesPAGE-BREAKPAGE-BREAKWho You Are PAGE-BREAKPAGE-BREAKPAGE-BREAKAnalytical, with meticulous attention to detail, and a passion for making data-driven decisions. PAGE-BREAKPAGE-BREAKSkilled at dealing with ambiguity. Demonstrates flexibility in a changing work environment. PAGE-BREAKPAGE-BREAKExcellent communication skills; written, verbal, and non-verbal (body language). PAGE-BREAKPAGE-BREAKWorks well in a collaborative environment with multiple teams, both business and technical. PAGE-BREAKPAGE-BREAKStrong problem-solving skills; able to anticipate, identify, and solve business problems. PAGE-BREAKPAGE-BREAKDesire and ability to investigate and learn new tools, with a drive for ongoing self-education. PAGE-BREAKPAGE-BREAKPossess a positive, can-do attitude and ability to contribute to high performing teams.PAGE-BREAKPAGE-BREAKExcellent work ethic and enthusiasm.PAGE-BREAKPAGE-BREAK
"
US,Data Analyst,"
                wikiHow
              ","
              San Francisco Bay Area
            ","
          Full-time
        ",BLANK FIELD,"
          144 applicants
        ","
wikiHow is looking to hire a Data Analyst. In this role, you will collaborate directly with a senior member of our team and others at wikiHow on a variety of data analysis projects, helping to guide content strategy, product decisions, and SEO efforts. Your work will help wikiHow more effectively serve millions of readers a day.This is a full-time, remote position. Employees will work pacific time hours and be located in one of the following states: California, Oregon, or Washington. Applicants must be legally authorized to work in the US on a full-time basis upon hire. wikiHow will not provide visa sponsorship for this position.This role is unique because you will:Use your knowledge of data and statistics to help guide and inform the Content experimentation life cycle. You will be designing and analyzing trustworthy experiments that drive growth and engagement.Consult with multiple teams at wikiHow to help them evaluate their work through rigorous reporting and exploratory analysis.Gather, clean, and analyze data from multiple sources to measure content performance, drive business outcomes, and identify new site opportunities.Craft reports and visualizations to communicate findings to multiple teams including senior leadership.You are right for this job if you have:A bachelor’s degree in a STEM field OR 2+ years of analytical experience.A deep understanding of statistics, especially experimentation and causal inference.Experience formulating, running, and sharing complex analyses, including different types of experiments and other exploratory analysis work.2+ years of experience in R through undergraduate OR professional experiences. Excellent knowledge of the tidyverse ecosystem (dplyr, tidyr, ggplot2, etc).Experience using R to wrangle data, craft data visualizations, work with time series, and interface with APIs.Experience crafting basic SQL queries.Exposure to source control management systems, like Git.Able to tackle ambiguous and undefined problems.A deep passion for web analytics and data.Great to have, but not required:Familiar with other scripting languages like Python or PHP.Experience, or an interest in, R Shiny applications.How to apply:Please share a cover letter and resume with jobs@wikihow.com. In your cover letter, tell us why you think you are the best person for this position. Those selected will be contacted with next steps.About this job:Competitive compensationFull medical, vision, and dental insurance401k with company matching, after one year of service15 days of PTO annuallyAbout wikiHow:wikiHow is the world’s leading how-to website trying to help everyone everywhere learn how to do anything. We are a mission-driven, hybrid organization that is deeply committed to making an impact in the world. We are read by more than 115 million people every month, and we’re growing! A little bit more about us:We have a super small team - less than 30 of us!We don't think working long “startup hours” is strategic or healthy. We work hard and productively, then go enjoy rich lives outside of work.We're a gender-balanced team that promotes a diverse and inclusive cultureWe love what we do! Coming to work is genuinely exciting when you work on a product that is globally ambitious and helpful.Please note: We’re a small team processing a high volume of applications. While we do review every application, we unfortunately can’t guarantee a response to every applicant. We are very grateful for your time and interest in wikiHow!wikiHow is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or any other protected category.
"
US,Senior Data Analyst,"
                TikTok
              ","
              Mountain View, CA
            ","
            Analyst
          ","
          Full-time
        ","
            Over 200 applicants
          ","
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.The mission of TikTok Monetization Platform is to connect global advertisers, merchants, affiliates and users to get suitable marketing solutions and conversion funnels, to maximize conversion and monetization opportunities. Our vision is to build an easy-to-understand, easy-to-use and powerful platform for onsite commerce.We are looking for data analysts to join the efforts driving monetization,- Apply expertise in data analysis and visualization to see beyond the numbers and understand how our users interact with our ads products.- Deliver data support for both short term and long term business development plans from strategic scope and execution aspects with in-depths analysis.- Work closely with key cross functional teams such as product managers, data science, and engineers to solve business problems.- Build/maintain reports, dashboards, and metrics to monitor the performance of business products.Qualifications- Bachelor's degree with a background in Math, Economics, Computer Science, Statistics, or other quantitative fields;- 3-5 years of Data Analytics.- Expert experience pulling large and complex data using SQL and writing data pipelines.- Experience with a data visualization tool (e.g. Tableau);Prefer to Have- Experience doing quantitative analysis;- Development experience in at least one scripting language (PHP, Python, Perl, etc.);- Excellent verbal and written English communication skills;- Experience with large data sets and distributed computing (Hive/Hadoop) a plusTikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.
"
US,Data Analyst (REMOTE),"
                Ryder System, Inc.
              ","
              San Francisco, CA
            ","
            Information Technology
          ","
          Full-time
        ","
          28 applicants
        ","
Current EmployeesIf you are a current employee at Ryder (not a Contractor or temporary employee through a staffing agency), please click here (http://wd5.myworkday.com/ryder/d/task/1422$3.htmld) to log in to Workday to apply using the internal application process. To learn how to apply for a position using the Career worklet, please review this quick reference guide (https://rydersystems.service-now.com/sys\attachment.do?sys\id=a39f83621bd99050632a4223cd4bcb91) .Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)You are the driving force behind our company.Start your career with Ryder today!SummaryThe Data Analyst role is to deliver a final business solution to the operations team through a Power Bi experience. The Data Analyst's technical skills will be put to the test as they shape data into a crispy design through a smooth user experience. Over time the Data Analyst will become a domain expert of supply chains and their use cases. This position will work on cutting edge data technology as a key user on Ryder's Azure Data Lake driving the analytics initiatives. Design critical analytical dashboards, reports and queries to drive strategic business decisions, ad-hoc analysis and identify descriptive and prescriptive solutions for internal Ryder teams and external customers. Dig deep into the core issues of business problems in order to drive a solution that gets at the heart of the causative problem. On this team, the Data Analyst will get the chance to be the expert of supply chain solutions, collaborating with Data Analysts and Scientists, using all the skills in order to exploit data to drive the business forward. This will push the envelope of what is possible within the big data space; streaming live data into a data lake and experimenting with data in the data sandbox.Essential FunctionsDevelop Dashboards by understanding business needs, interpret the integrated data and translate this into usable visualizations to drive business decisions, interpreting results and how to utilize the dashboardsEngage the business, evaluating their needs and ad-hoc requests to prioritize product efforts creating new innovative solutionsKnowledge of the Ryder Business, understanding the complexity of the supply chain world and the role that data has within this ecosystemEnhance data maturity and integration to standardize the core value add functionality enabling a multiplier effectAdditional ResponsibilitiesPerforms other duties as assigned.Skills And AbilitiesExperience developing BI solutions with tools like: Power BI TableauExposure using tools like: ETL tools (Alteryx or SSIS) Data manipulation tools (SQL) Object oriented development stacks (.net) (preferred)Strong verbal and written communication skills, with an ability to express complex technical concepts in business termsSupport product innovation, working closely with technology throughout the build, test, and release of the product using agile methodologiesQualificationsBachelor's degree required Supply Chain, Data Analytics or equivalentMaster's degree preferred Supply Chain, Data Analytics, MBA or equivalentTwo (2) years or more Applied Project(s) Experience: Experience in demonstrating, digital transformation, data management in an educational/project or intern type environment requiredTwo (2) years or more 2-4 years experience in creating dashboards for diagnostic analysis across the business. Experience working in a cloud environment a plus. preferredDOT Regulated: NoJob Category: Data Science & AnalyticsRyder is proud to be an Equal Opportunity Employer and Drug Free workplace. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, among other things, or status as a qualified individual with disability.Job Seekers can review the Job Applicant Privacy Policy by clicking HERE. (https://ryder.com/job-applicant-privacy-policy)\#wd
      "
US,Data Analyst,"
                Phreesia
              ","
              United States
            ","
            Information Technology
          ","
          Full-time
        ","
          122 applicants
        ","
Phreesia is looking for a  Data Analyst  who is passionate about healthcare and solving complex problems with data to join our Life Sciences team. This multi-faceted position will conduct data analysis and data validation to tell a story that disseminates key insights to drive the business. Does this sound like you?  Experienced with healthcare data and strong analytic and quantitative skills  Thrive in a collaborative, fast-paced and challenging environment  Enjoy working with multiple data sources and write SQL queries to extract the data, use tools like Python to gain efficiencies , and tools like Excel or Tableau to organize, sort and summarize the data What You'll Do Learn and understand Phreesia’s data landscape, leveraging that knowledge to answer questions, solve problems and improve processes  Conduct both ad-hoc analysis for cross-departmental requests as well as d evelop and maintain ongoing reporting for numerous internal initiatives  Analyze and interpret data, producing clear and compelling reports for different audiences, communicating recommendations to various levels of management  Leverage SQL and Excel to organize and aggregate data and summarize for reporting, h andling large and complex datasets in different formats and identifying opportunities for data product improvements  Trace through and perform quality assurance on queries and f ind efficiencies in coding using tools such as Python, Jupiter Notebooks  Collaborate with team members and leadership to proactively identify business patterns through quantitative data analysis What You'll Bring BSc/BA in Health Informatics, Public Health, Statistics, Mathematics, Computer Science or related discipline  2+ years of healthcare experience in data or business analysis  Detail oriented with strong problem solving and analytical skills  Strong SQL skills, and experience with Python and data visualization tools ( i.e Tableau, Qlikview , Power BI)  Ability to reconcile and analyze large data sets to extract key metrics and identify trends  Strong interpersonal skills, including the ability to work in a cross-functional environment Nice To Have Experience with R Who We AreAt Phreesia, we’re looking for smart and passionate people to help drive our mission of creating a better, more engaging healthcare experience. We’re committed to helping healthcare organizations succeed in an ever-evolving landscape by transforming the way healthcare is delivered. Our SaaS platform digitizes appointment check-in and offers tools to engage patients, improve efficiency, optimize staffing, and enhance clinical care.Phreesia cares about our employees by providing a diverse and dynamic work environment. We’re a five-time winner of Modern Healthcare Magazine’s Best Places to Work in Healthcare award and we’ve been recognized on the Bloomberg Gender Equality Index. We are dedicated to continuously improving our employee experience by launching new programs and initiatives. If you thrive in a culture of recognition, value inclusivity, professional development, and growth opportunities, Phreesia could be a great fit!Top-rated Employee Benefits100% Remote work + home office expense reimbursementsCompetitive compensation + equity grants for all employeesUnlimited PTO + 8 company holidaysMonthly allowance for cell phone + internet + wellness100% Paid 12-week parental leave to our U.S. employees, as well as a generous parental benefit to our employees in CanadaVariety of insurance coverage for people (and pets!)Continuing education and professional certification reimbursementWe strive to provide a diverse and inclusive environment and are an equal opportunity employer.
"
