country,title,company,location,employment_type,seniority,applicants,description
Japan,データサイエンティスト / Data Science室,"
                LINE Corp
              ","
              Tokyo, Tokyo, Japan
            ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          79 applicants
        ","
求人概要 / Role and Responsibility■募集部門についてLINEのData Scienceセンターという部門ではLINEアプリを含む全てのサービスの競争力を最大化することを目的にデータサイエンス技術の研究・開発および分析を行っています。主にデータ分析によって各サービスの意思決定を支援する「Data Science室」、社内の機械学習プラットフォームの開発およびLINEの各サービスに機械学習エンジニアリングによる最適化機能を提供する「Machine Learning室」、機械学習分野の研究開発を行う「Machine Learning Researchチーム」で構成されています。その配下部門であり、本ポジションの募集部門でもあるData Science室は、MAU8,800万人（2021年3月末時点）のユーザーが利用するLINEアプリを始めとして、公式アカウント事業、広告事業、金融系サービスなどの主要なサービスをデータ分析でサポートする組織です。横断組織としてLINE全体のデータ活用に横串で関わる一方で各サービスとも深く関わっており、半数以上のメンバーが事業側組織に兼務という形で所属しています。■本ポジションについてLINEのサービス価値の最大化をデータ分析によって実現できるデータサイエンティストを募集しています。LINEの各サービスやチーム横断のプロジェクトにおいて、重要な意思決定の支援、課題の解決策の提案と実行、施策の検証と改善を一気通貫で実施することで、より良いサービスづくりを加速させることがミッションです。■具体的な業務内容・LINEのユーザー理解およびファミリーサービスの事業拡大を目的とした、KPIの整理と可視化、注力ポイントの探索、施策立案のための仮説検証、A/Bテストの設計および検証・社内外のメディアを利用したマーケティングの効果測定およびこれを自動化するのための指標設計、ロジック開発・広告配信を最適化するためのロジック開発および検証、営業担当者へのデータ提供■業務の魅力LINEアプリは日本だけでもMAU8,800万人（2021年3月末時点）の規模があります。これに加えて、多数のファミリーサービスから取得されるデータは非常に多くの種類があります。この世界的規模の行動ログの分析を通してLINEの発展に貢献できることが、このポジションの大きな魅力の一つです。LINEアプリに加えて、ゲーム事業を除くほとんどのファミリーサービスのデータ分析に関わるチャンスがあります。■参考情報「データ分析はサービス競争力にどう貢献できるか？ 大量のデータを扱うLINEのデータサイエンティストの役割（logmi）」https://logmi.jp/tech/articles/323039「Introduction of LINE Data Science Team（Speaker Deck）」https://speakerdeck.com/line_developers/introduction-of-line-data-science-team「データサイエンティストが語る、LINEのデータの魅力と可能性」https://line-online.me/articles/l000661.html「データサイエンスチームの参考情報一覧」https://linecorp.com/ja/career/lp/media/data-science応募資格 / Qualifications■必須の経験・スキル・研究またはビジネスにおいて、データ分析によって課題を解決した経験（1年以上）・SQL、R、Pythonなどのツール（いずれかで可）を利用したデータ分析の経験・統計解析や機械学習に関する基礎的な知識・ビジネス上の課題を解決するための問題解決能力、論理的思考力■歓迎する経験・スキル】・コンサルティングファームまたは事業会社のデータ分析チームにおける実務経験・統計解析や機械学習に関する専門的な知識および実ビジネスに活かした経験・関係部署と連携してスムーズに業務を進めるためのコミュニケーション能力・データ分析に関するプロジェクト管理の経験■求める人物像・ビジネス課題をデータ分析によって解決する事にやりがいを感じ、熱意を持って取り組める方・主体的にやるべきことを考え、実行できる方・新しい技術の探求など知的好奇心、チャレンジ精神のある方勤務地 / Location四谷オフィス〒160-0004 東京都新宿区四谷1-6-1四谷タワー23F雇用形態 / Employment type正社員勤務時間 / Working hours専門業務型裁量労働制(1日の労働時間に関わらず1日9.5時間労働したものとみなします。)、フレックスタイム制(コアタイム 11:00～16:00)、10:00～18:30(実働7時間30分)のいずれか適用 ※面接後に決定待遇・福利厚生 / Benefits■休日/休暇・完全週休2日制(土・日)、祝日、年次有給休暇、年末年始休暇、慶弔休暇、リフレッシュ休暇制度(勤続5年で10日間)■給与・年俸制(保有されるスキル・経験・能力により優遇、相談の上で決定)・年俸の12分の1を毎月支給。・別途、インセンティブプラン有(※1)・給与改定：年2回・諸手当：交通費支給（会社規定による）、LINE Pay Card Benefit Plan(※2)(※1)年俸額の他に、会社・本人の業績、評価に応じ、年2回インセンティブを支給することがあります。(必ず支給されるものではありません。また、支給日に在籍している場合に限り支給対象となります。)(※2)社員の「健康維持増進」「自己啓発」「次世代育成」を目的として給与とは別に支給する手当です。■各種保険・雇用保険、労災保険、健康保険、厚生年金保険■福利厚生・定期健康診断・各種社内イベント他■受動喫煙防止措置の実施・屋内原則禁煙(屋内に喫煙室あり)・四谷オフィス、南新宿オフィス、大崎オフィス※当社はオフィス勤務と在宅勤務を組み合わせた、より効率的に高いパフォーマンスを発揮し続ける新しい働き方「LINE Hybrid Working Style」を採用しています。https://linecorp.com/ja/pr/news/ja/2021/3912その他詳細は面談の際にお伝えします。選考フロー / Interview Process■選考プロセス（1-1.5ヶ月を想定）書類選考→課題選考→面接2-3回→バックグラウンドチェック→オファー※課題選考・面接はオンラインにて実施します。
      "
Japan,[IJDS] データサイエンティスト,"
                IBM
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        542445BR前書きIBM のデータ・サイエンティストは、情報を分析し、結果について協議し、製品開発で協力し合うことで、お客様のデータを具体的な事業価値に変換する作業を支援します。この職務では、クラス最高のオープン・ソース・ツールやビジュアル・ツールを、非常に柔軟性の高いスケーラブルな展開オプションとともに使用できます。調査対象が患者の傾向であろうと気候パターンであろうと、この職務の目的は私たちの生活に変革をもたらす産業における実社会の問題を解決することです。あなたの役割と責任【採用企業】日本アイ・ビー・エムデジタルサービス株式会社 (略称: IJDS)【業務内容】製造業をはじめとする様々なお客様に対して、データを活用したビジネス課題解決型のプロジェクトを担当いただきます。データ分析リーダーとして、お客様とのビジネス課題の確認並びにデータ活用方針を定義し、データを活用したソリューションの構築を行います。・課題定義・分析方針検討・データ加工・データ分析・モデルチューンナップ・システム構築アサインについては経験やスキル、希望などを考慮。データ分析に加え、データ活用の現場への定着を目指した要件定義や顧客折衝、企画提案などの上流工程から、設計・開発業務など、様々なフェーズに携われる環境があります。【勤務地】全国の拠点（詳細は下記）、もしくはお客様先※プロジェクトによりリモートワークあり・本社（箱崎事業所）: 東京都中央区日本橋箱崎町19-21 [最寄り駅]水天宮前駅・仙台事業所: 宮城県仙台市青葉区一番町1-9-1 仙台トラストタワー14F [最寄り駅]仙台駅(地下鉄)・名古屋事業所: 愛知県名古屋市中村区名駅1丁目1-1 JPタワー名古屋28階 [最寄り駅]名古屋駅・京都五条事業所: 京都府京都市下京区寺町通松原下ル植松町733 河原町NNNビル [最寄り駅]五条駅(京都市営)・大阪事業所: 大阪府大阪市北区中之島3-2-4 中之島フェスティバルタワー・ウエスト [最寄り駅]渡辺橋駅・福岡事業所: 福岡県福岡市博多区博多駅前3-26-29 [最寄り駅]博多駅必要なスキル・経験・データを活用したビジネス課題解決型プロジェクトへの参画経験・Pythonなどのデータ分析関連プログラミングやSPSSなどの分析ツールを用いたデータ加工経験・統計解析スキルを用いた統計技術の活用経験歓迎するスキル・経験・チームリード・マネジメント経験・AWS/Azure/GCPなどのクラウド環境でのモデル開発・運用経験・MLOps環境の構築経験・お客様及び開発チームメンバーとのコミュニケーションスキル・新しい知識、技術を学習しようとする意欲・ビジネスレベルの読み・書き・会話ができる日本語力事業部についてIBM Services は、世界経済のバックボーンである基礎のシステムおよびサービスを設計、構築、実行する、ビジネス、戦略、テクノロジーのコンサルタント・チームです。IBM Services は 170 を超える国の世界大手企業と連携し、テクノロジーを通じて再考、改革することで、よりスマートなビジネスを構築します。結果に焦点を当てた方法論と業界最高レベルのポートフォリオ、世界クラスの調査と運用の専門知識が、結果を出すイノベーションと永続的な卓越性につながります。Your Life @ IBMあなたにとって、次のキャリアの挑戦を探すときに重要なことは何ですか? 世界を大きく変える仕事に関わることかもしれません。あなたの情熱を正確に発見できる、驚くほどの多様なキャリアと成長の機会がある職場はいかがでしょう。全員に発言権のある、オープンネス、コラボレーション、信頼の文化を探していますか? これらがすべて揃っている職場はいかがでしょう。それをお望みであれば、IBM があなたの次のキャリアの挑戦になるかもしれません。私達と一緒に、より良い何かをするのではなく、不可能だと思っていたことを試みましょう。影響力。インクルージョン。無限の経験。あなた史上最高の仕事をしましょう。IBMについてIBM は、クラウド・プラットフォームとコグニティブ・ソリューションのリーディング・カンパニーです。1911 年から休むことなく改革してきた IBM は、380,000 人を超える従業員が 170 カ国のお客様にサービスを提供する世界最大規模のテクノロジーとコンサルティングの企業となりました。データで動くビジネス向け AI プラットフォームの Watson を活用して、現実の問題に対する業界に基づいたソリューションを構築しています。ロケーション・ステートメント勤務地のご要望につき詳しくは、下記のご応募提出先のリクルーターにご相談ください。Being You @ IBM
"
Japan,データアナリスト,"
                株式会社エブリー
              ","
              Tokyo, Tokyo, Japan
            ","
            General Business
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        【仕事内容】日本最大級の動画メディアなど、組織を横断したデータプラットフォームから、これまで見つかってこなかったデータ活用を機械学習や統計的な手法を用いて発見する業務を担当していただきます。技術面では問題解決や効率化のため、新しい技術やプロジェクト管理手法を積極的に取り入れています。【具体的には】モバイルアプリやWebアプリ、SaaSなどにおける運用上の課題の可視化ビッグデータから導かれるビジネス課題の改善起案ビッグデータから導かれるToB向け、ToC向けのビジネス課題の創出と解決【技術環境】Arm TreasureData / Databricks / BigQueryGitHub / slack / Asana / confluenceRedash【求める人材】データ分析に関わる実務経験2年以上ビジネス上の課題を解決するための問題解決能力、論理的思考力【歓迎】BIツールの利用経験Java、Scala、C++などのオブジェクト指向言語プログラミングスキルSQLを用いたデータ分析業務の経験統計解析に関わる知識やデータ解析ツールの使用経験【給与】400～700【勤務地】東京都港区【勤務時間】10:00～19:00【雇用・契約形態】正社員【待遇・福利厚生】通勤手当【休日・休暇】慶弔休暇 年末年始 夏期休暇 有給休暇 完全週休2日制(土 日)、祝日
      "
Japan,データサイエンティスト,"
                株式会社ビジョン・コンサルティング
              ","
              Tokyo, Tokyo, Japan
            ","
            Engineering
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        【仕事内容】データサイエンティストとして、様々な業界なお客様のプロジェクトに参画いただきます。お客様は東証一部上場の企業が9割以上のため、大規模プロジェクトに参画できる可能性があります。【求める人材】・中途コンサルタントの採用要件を満たす方・定量分析の経験をお持ちの方【語学力】不要【学歴】専門学校卒業以上【給与】【年収】500万円～1,300万円【賞与】年2回【勤務地】東京都港区六本木６ー１０ー１六本木ヒルズ森タワー３９Ｆ ※転勤なし【勤務時間】9:00～18:00 実働8時間 残業あり ※フレックスタイム制度あり【雇用・契約形態】【待遇・福利厚生】【保険】健康保険、厚生年金、労災、雇用保険【待遇・福利厚生】各種教育研修制度、育児短時間措置 など【通勤交通費】上限30,000円まで支給／月【休日・休暇】【休日】土、日、祝日【年間休日】120日【休暇】夏季休暇、年末年始休暇、産前産後・育児休暇、GW休暇、慶弔休暇、特別休暇、妊婦特別休暇、有給休暇
      "
Japan,Azure Data Engineer,"
                Capgemini
              ","
              Tokyo, Japan
            ","
            Information Technology, Consulting, and Other
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
About the jobWe are looking for AZURE Data Engineer  for One of Our Global Insurance Client in Japan.Requirements and Qualifications-• At least 8-10 years of hands on experience in Azure Data Engineering.• Worked as Data Engineer in Azure or any other cloud technology• Hands on experience - worked on one or more traditional DWH implementations• Experience working with ADLS, Azure Data Factory, Azure Synapse Spark pool, Cosmos DB• Experience working with various database/data warehouse technologies (Azure SQL DB, Azure Synapse SQL Pool, Oracle, MS SQL Server)• Experience working with Spark-Scala in Azure Synapse Spark pool• Experience in building data pipelines/ingestion framework for DWH implementations in Azure• Adopt automation tools and frameworks (CI/CD pipelines)• Overall experience in Azure tool stack especially related to API based ingestion and real-time ingestion• Experience building monitoring/alerting framework for Data pipelines• Experience in orchestration tools such as Control-M, Airflow, Jenkins etc.• Strong communications skills• Strong technical team leadership, mentorship and collaboration• Ability to develop technical relationships with end-users• Ideally a broad set of technical skills and knowledge across hardware, software, systems and solutions development• Knowledge on Azure Cognitive Search, Power BI• Experience on working with Global Clients and in diverse cultures.• Should be able to lead team of developers• Having professional certification in Azure Data Engineer would be an added advantage.• Have prior experience in working with Agile development methodologies like Water Scrum FallLanguage RequirementBusiness Level English AND Business Level Japanese
"
Japan,BI＆Analytics Engineer,"
                JERA Co., Inc.
              ","
              Tokyo, Tokyo, Japan
            ","
            Engineering, Analyst, and Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
【部署の役割】●エンタープライズデータプラットフォームおよび、IoTプラットフォームの検討●データ標準化・ガバナンスの整備●統合マスタ基盤の戦略的検討●データサイエンスの活用とBI（Business Intelligence）ソリューションの利活用【職務内容】多様なデータについて、高度なBIツールを用いて正確で効率的なレポーティング及び分析環境を提供するだけでなく、事業にとって役立つデータインサイトを提供できる組織ケイパビリティを開発する。１）ステークホルダーマネジメントとリーダーシップ・弊社のデータプラットフォーム、またAI・MLとBI・レポーティングの開発・進化におけるリーダーシップを発揮する・事業部のリーダーその他と協業し、包括的なデータインテリジェンス要件を定義する・経営陣やITマネジメントとコミュニケーションを図り、可視化および、将来を予測する分析のBI、アプリケーション及びシステムの有用性についてコミュニケーションし、理解を得る２）技術評価、メトリクス（KPI）設計・開発・メトリクス（KPI）の設計管理、ダッシュボード・レポートの設計構築と開発３）プロジェクトデリバリー・オンショア及びオフショアにおけるプロジェクト実行を推進する・ビジネスインテリジェンス技術、ベンダー、製品について経験し、実装する・技術及び業務ノウハウを元に、社内顧客及びステークホルダーマネジメントを行う・データ サイエンス チーム向けの分析ツールの統合とBIの標準化及び統合、セルフサービスBIの展開【経験・スキル・資格・学歴（必須/なお可）】必須要件・4年制大学卒以上・BI経験とテクノロジーに関する深い理解、BI標準化とSelf-BIの展開推進に向けたHands-Onスキル-Power-BI / SAP Analytics / Grafana等での可視化・分析技術尚可要件・ビッグデータ及びディープデータに関するノウハウ・CxOレベルの役員陣とのコミュニケーション経験・プロジェクトマネジメントに関する知見・卓越した分析力とテクニカルスキル・高度な文章及び口頭でのコミュニケーション・プレゼンテーション・ビジネスレベルでの英語コミュニケーション力（TOEIC 860点以上。使用目的はメール、会議、電話・業務関連資格を保有していること【当ポジションの魅力】・2015年に誕生した国内最大・世界最大級のエネルギー企業であるJERAの巨大なビジネス規模（売上4兆円、内海外売上1兆円）をベースにしながら、スタートアップ同様にデジタル・ICT基盤をゼロベースで企画・設計/施工する機会です。・多彩な人財が活躍するグローバル本社（日本橋）の一員として、経営層や事業部と一体感を持ってプロジェクトを進めながら、日本発企業のグローバル化に貢献できるポジションです。・インフラ事業特有の中長期的視野とグローバルスタンダードに適合するスピード感が並存する企業文化であり、中長期でキャリア形成を志向される方には最適な機会です。【募集背景】2015年に誕生したJERAの急激な事業拡大に伴い、今では全体売上4兆円（内海外売上1兆円）の世界最大級の発電会社となりましたが、JERAのグローバル事業成長を支えるICT基盤作りが急務であり、速やかな体制増強・増員を必要としております。【会社概要】「日本からグローバルへ。日本（Japan）のエネルギー（Energy）を新しい時代（eRA）へ。」をスローガンに、2015年4月に東京電力と中部電力によって設立された合弁会社です。（2020年度：総資産約4.1兆円、売上高約2.7兆円）。両社の燃料・火力発電事業を統合した、世界最大級の発電会社でもあります。JERAのICT部門では、日本のエネルギー企業として初めて基幹システムをフルクラウド化するなど、最先端のテクノロジーを取り入れた変革を推進しています。変革の核となる人財については、年齢、性別、国籍を問わず、高度なICT知識を持つ優秀な外部人財を積極的に採用しており、出身国も10カ国以上と多様化も進んでいます。部門として『We decide, We control, We create』をスローガンとして掲げており、誰かが作ってきたやり方に縛られることなく新しく自分たちでルールを作り、ルールに従って最適なアクションを選んで進めていくのが、JERAのやり方です。スローガンに則り、一人ひとりがプロジェクトをリードしていくという心意気で取り組み、自分たちで決断、コントロールして新たなものを創り出しています。
"
Japan,Financial Reporting System Technical Analyst - IT Planning Department (ITPD),"
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Finance and Sales
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionDepartment OverviewThe analyst will be responsible for supporting the technical aspects of IT financial reporting system being implemented within the IT organization. This system will become a core component for how the business reports and manages financial data for strategic planning and decision-making.Why We HireAs a Technical Analyst, you will be required to support the configuration, update, and development of this system to meet current and future requirements.Position DetailsConfigure system functionality based on the business’ need, applying the accepted financial model and framework and be responsible for the technical solutions required to support itOperate month-end processing of data loading, validation and issue remediationPerform financial reconciliations and solve model fallouts with appropriate stakeholdersCreate new dashboard reports that align to business and user demandAnalyze root cause of data gaps and resolve problems to ensure data quality Optimization of model and reportsManage data, validate and control all datasets uploaded into the system with a target on report quality improvementsProvides management with strategic and tactical recommendations in line with the business processLiaise with system vendor – touch base with Success Manager and contact/follow-up with new use cases whenever requiredMandatory QualificationsHas a technical background, such as information technology degree or equivalentStrong knowledge and understanding of SQL and data relationshipsExperience with data processing that requires high reliability like finance systemStrong problem solving and analytical skills – ability to get to the root of the problem, assess impact, and develop a resolution plan quickly, leveraging all available resources, is essentialAbility to collaborate with team members and work efficiently with stakeholdersAble to communicate with senior executives and stakeholders-Good understanding of impact and importance of data management to stakeholders, with a sense of urgency around critical issuesA positive person who is willing to absorb new things while responding flexibly to changesDesired QualificationsExperience with Financial Reporting System like ApptioExperience with IT information asset managementExperience with stakeholder and change managementProgramming language experienceKnowledge of IT services and financial management process and best practices such as cost allocations, and operating expense handling is a big plusExpertise in one field you have been focusing on in terms of technologies or areas#engineer#applicationsengineer#technologyservicediv
      "
Japan,Data Science Engineer at Japan's Growing Major Fintech Company,"
                Michael Page
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology and Engineering
          ","
          Full-time
        ","
          25 applicants
        ","
Data Science Engineer At Japan's Growing Major Fintech CompanyGlobal Environment |Work on a large scale of servicesAbout Our ClientMajor IT service company that has more than 100,000,000 members for their services.Engineers are from dozens of countries, and the official language is English.Job DescriptionData Analyst / Data ScientistThis position is responsible for delivering business value through data analysis and scaling out activities, as well as fixing ad-hoc business difficulties and conducting education programs to aid data democratization.By providing suitable counsel to business members, acquiring data, feature engineering, constructing models for each analytical issue, conducting assessments, and so on, you will need to take spontaneous action to achieve the role's purpose.The goal of this function is to conduct ad-hoc analyses in order to solve business problems and incorporate machine learning models in our system.MLOps EngineerThis position is responsible for overseeing our machine learning models and data pipelines, as well as developing technologies to streamline managerial tasks.You'll have to create procedures to ensure that we're always providing the best value to our clients by properly managing machine learning models. You'll be in charge of managing models and data, monitoring data-related KPIs, and implementing re-training processes, to name a few responsibilities.Non-Japanese engineers are welcome, as all engineering work and meetings can be conducted in English.Data Engineer / Application EngineerThis part is implied to set up optimal applications and foundation to supply the most extreme value from information utilization persistently to our customers.You will get to give commerce esteem to our framework clients and conclusion clients by not as it was fulfilling given necessities, but to making strides frameworks proactively exclusively and cohesively with venture managers and group members.All the over parts require the capacity to proactively consider, propose, and actualize an application to supply our clients with superior commerce esteem through our system.You'll have numerous openings to have a close conversation with trade individuals; hence, you'll have numerous chances to realize the esteem you're creating through your work.The Successful Applicant3+ years of work experience in machine learning, data analysis, data visualization, related system development related, or big data processing.Experience in developing and managing not only ad-hoc scripts for analysis but also web-based applications or batch applications.What's on OfferFree foodHealth InsuranceHybrid (Remote and onsite)Flex timeContact: Risa ShimakuraQuote job ref: JN-062022-5642938
"
Japan,データサイエンティスト:日本を代表するグローバルECカンパニー:BtoB企業出身者大歓迎,"
                Randstad Japan
              ","
              Tokyo, Tokyo, Japan
            ","
            Engineering and Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        募集背景当部署は、業務拡大に伴いチーム体制を強化すべく、増員を計画しています。現フェーズから参画することで活躍の機会があり、近い将来にはマネジメントポジションへとキャリアアップするチャンスもあります。業務内容・プロダクトマネージャーと協力して依頼者からヒアリングを行い、データサイエンスで解決できる課題を発見する・One-shot分析の提供、またはPoCを行い、効果測定後にデータサイエンスプロダクト化する・本番サービスを提供するために、データサイエンスエンジニアと協働する・経験の浅いデータサイエンティストを指導し、問題を解決するための最良のアプローチを見つけるのを支援する・組織の戦略策定を支援する働く環境Python / PyTorch / TensorFlow / scikit-learn / HiveQL / SQL / Tableau / GitHub / MLflow / Kedro / Airflow【求められる経験・スキル / Required Experience And Skills】必須要件：3年以上の分析業務経験機械学習（ディープラーニング含む）の豊富な知識、ハンズオンスキル、ビジネス課題を解決するための高度な統計分析手法予測モデリング（例：GBDT）時系列分析（例：ARIMA, LSTM）自然言語処理（例：Word2Vec, TFIDF, BERT）効果測定（例：DID, Bayesian network）Pythonのプログラミング経験（主要なデータサイエンスライブラリ）SQLの経験統計の知識優れたコミュニケーションスキル、指導力プレゼンテーションスキル（複雑な分析の概念をわかりやすく説明できる）プロジェクトマネジメントの経験ビジネスレベルの日本語（JLPT N2）歓迎要件：コンサルティングに関する経験データサイエンスサービスの開発、運用経験EC業界の経験因果推論の知識機械学習プラットフォームの開発経験TableauなどのBIツールの利用経験【学歴】不問【給与 / salary】年収 600 〜 1,000万円【雇用形態 / employment status】正社員試用期間無し【就業時間 / working hours】09:00～18:00【休日休暇 / holiday】日曜日,土曜日,祝日休日/完全週休2日制（土、日）・祝日 休暇/夏季休暇・年末年始休暇・年次有給休暇・特別休暇など転勤無し諸手当年次有給休暇、慶弔休暇、フレックスタイム制、在宅勤務、時差勤務、出産・育児に伴う各種サポート、介護に伴う各種サポート、通勤交通費支給、退職金制度、福利厚生サービス（リロクラブ）、健康カウンセリングサー【保険 / social insurance】健康保険,厚生年金保険,雇用保険,労災保険【待遇・福利厚生】無し年次有給休暇、慶弔休暇、フレックスタイム制、在宅勤務、時差勤務、出産・育児に伴う各種サポート、介護に伴う各種サポート、通勤交通費支給、退職金制度、福利厚生サービス（リロクラブ）、健康カウンセリングサービス、従業員向け優待割引（引越・語学等）等受動喫煙防止措置敷地内禁煙【特長 / features】上場企業, 土日祝休み, 完全週休2日制Job ID: VAC-184383/
      "
Japan,"Data Engineer, Innovation and Platform Section - EC First Party Development Department( ECFD)","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionDepartment OverviewRakuten is an EC company. The business model of Rakuten Ichiba is B2B2C and we worked close to merchants. Also we are focusing of the B2C model. And EC Firstparty Department (ECFD) is a home of B2C model business in Rakuten. B2C model business can control the variation of the items at the stores and also increase the quality of the delivery the item to the customers.EC First Party Development Department has responsibility for developing and operating the systems related to B2C E-Commerce businesses.◆Services of ECFD・Rakuten Books, Magazine・Kobo・Rakuten Fashion・Sokai Drug, Rakuten 24・Rakuten Seiyu Netsuper◆Innovation and Platform sectionIn the ECFD organization, there is an Innovation and Platform section which support the growth of ECFD’s services. This section has several groups like DevOps group, PMO group and Data Analytics& Platform Group.PositionWhy We HireThe services of ECFD are growing and we need more members to work withPosition Details◆Data EngineerThis position belongs to Data Analytics& Platform Group, Innovation and Platform Section – ECFD.The responsibility of Data Analytics& Platform Group・Collect, transform, make pipeline and publish data for various use cases.・Design, build, operationalize, secure, and monitor data processing systems with a particular emphasis on security and compliance; scalability and efficiency; reliability and fidelity; flexibility and portability.・Analyze, visualize and interpret the dataWe are looking for experienced data engineer who is familiar with Hadoop/Hive/HDFS/MySQL/Oracle/PythonEven if you don’t have all of those skills and have interested in this position, please apply.Mandatory QualificationsExperience of Hadoop/Hive/HDFS/MySQL/Oracle/PythonBusiness level of EnglishDesired QualificationsExperience of Airflow、JavaAdditional Information On SecondmentNA#engineer#datascientist#researcher#commerce#RakutenMagazine #RakutenBooks #RakutenFashion #Rakuten24 #RakutenKobo #RakutenSeiyuNetsuper#Java#PythonLanguagesEnglish (Overall - 2 - Intermediate), Japanese (Overall - 2 - Intermediate)
      "
Japan,GENIEE CHAT/TechCS,"
                株式会社ジｰニー
              ","
              Tokyo, Tokyo, Japan
            ","
            Other
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        GENIEEは、2010年の創業以来、広告プラットフォーム事業で市場シェアを獲得し、2016年以降はデジタルマーケティングツールの開発に着手し、提供ツールの拡充（サイト内検索エンジン、チャットツール、MA、SFA/CRM、BI）を進めてきました。今回、サービス体系を見直し、２つの新ブランドに各種プロダクトを統合することで当社サービスの提供を促進し、日本とアジア企業のマーケティング活動支援・企業の業績向上に貢献してまいります。本ポジションは、国内の上場企業からベンチャー・個人事業まで、約4,500社以上の導入実績がある自社開発チャットボット「GENIEE CHAT」のTech（テクニカル）CSを担って頂きます。【GENIEE CHAT とは】チャットボットの会話テンプレートを簡単に作成することにより、サイト訪問者と心の通った会話ができる弊社の自社プロダクトで、2015年のサービス提供開始以降、4500社を超える企業へ導入し、誰もが使いやすいユーザーインターフェースで、One to Oneマーケティングを容易にしました。2021年8月に直感的な操作でLINE/Facebookボットの作成ができるREACT社を買収しChamoとの統合を図り、2022年1月には、全面的なリニューアルを実施し、Chamoから「GENIEE CHAT」としてUI/UXを刷新しました。顧客データを蓄積する「カスタマー管理機能」、キャンバス形式の直感的な操作でチャットボットを作成できる「シナリオ機能」、CVR向上に効果的な「EFO機能」を新たに搭載しました。弊社はオンライン対応の拡充や工数削減など、クライアントのCX向上に向けた戦略をサポートしマーケットシェア拡大を図ります。GENIEE CHATを利用するクライアントのビジネスにフォーカスし、サービス活用の支援や運用サポートに牽引していただくと同時に、他プロダクトとの連携を図りクライアントの導入サポートへ貢献していただきます。具体的な想定業務は次の通りとなります。【業務内容】CSチームに寄せられる顧客の技術的な課題を解決する業務となります。直接、顧客折衝はなく、社内からの問い合わせ対応となります。【具体的には】①導入前の支援・RPA納品開発の支援・RPA開発チーム連携しながら、コードレビューや改修業務②納品開発のフォロー・CSチームと連携して、納品前のコンバージョンテスト業務支援③導入後のサポート・社内CSからのシステム関連問い合わせ対応・システム不具合に対して一次調査・確認プロダクトの潜在的な課題を抽出し、その課題を解決するためには何が必要かを考えなければいけないため、業務全体の仕組みを理解しながら、課題の解決方法を理論的に考えられる方に向いています。また、チーム一丸となりながら課題を解決することに喜びを感じられる人や、自身の力で顧客価値を生み出すことにやりがいを感じられる方の募集をお待ちしております。応募資格 【MUST】 ・HTML/CSS/JavaScript（Must） 開発が２年以上 ・フロントエンドの知識・経験が２年以上 ・Webサービスのプロデュース、ディレクション、開発経験 ・社内外のステークホルダーと円滑に業務をこなすことができるコミュニケーションスキル 【WANT】 ・Git を使い開発経験 ・typescript開発経験者 ・Python の開発経験 ・SQLのクエリを書ける（ログ調査） ・チャット上で意思疎通ができる英語レベル ・ドメインを超えたCookieの扱いの知識、経験 【求める人物像】 ・サービス全体を考え、各部署との連携ができる方 ・既存の環境に満足せず、改善していける方 ・プロダクト満足するではなく顧客に価値をコミットできる人 ・圧倒的な当事者意識を持つこと ・最先端のテクノロジーに対する強い興味関心 ◆“purpose”を理解・体現できる方 https://geniee.co.jp/company/ci.php
      "
Japan,データエンジニア// Data Engineer,"
                Robert Walters
              ","
              Osaka, Osaka, Japan
            ","
            Engineering
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        空港の管理・運営を行う民間企業でのデータエンジニアの募集がございます。ビジネス及びITにおける強力なリーダーシップと交渉スキルをお持ちの方からのご応募をお待ちしております。職務内容:デジタル分析環境を用いたダッシュボード作成保有データの調査最適なデータフロー及びDBデザインを検討し、効率的なDMP環境実現環境管理ストラクチャーの検討、実装、運用応募要件:日本での就労資格プログラミング経験2年以上BItoolを使用してのレポート作成経験Python, SQLによるコーディング経験AWS上でのサーバ構築又は保守経験ビジネスレベルの日本語力ビジネスレベルの英語力歓迎会社概要:空港の管理・運営という、全く新しい経営スタイルをとる民間企業。飛行機の運行支援、空港のブランディング、バックオフィス的な管理業務、技術的な支援など、空港を総合的にプロデュースしますので、非常にダイナミックな経験ができる数少ない企業です。キーワード:IT, airport, data engineer, management, Osaka, 大阪1577730/001
      "
